participant_id,iteration,fs,consistency,counterfactual_CODE_GENDER,counterfactual_AGE,counterfactual_NAME_FAMILY_STATUS,CMA_consistency,CMA_counterfactual_CODE_GENDER,CMA_counterfactual_AGE,CMA_counterfactual_NAME_FAMILY_STATUS
,0,0.5,0.6681,0.882,0.8496382978723396,0.919,,,,
60c442aafa8afba1988e2ba0,0,0.5,0.6722,0.865,0.8698510638297869,0.929,0.6722,0.865,0.8698510638297869,0.929
60c442aafa8afba1988e2ba0,1,0.5,0.6697000000000001,0.864,0.8812765957446809,0.9375,0.67095,0.8645,0.8755638297872339,0.93325
60c442aafa8afba1988e2ba0,2,0.5,0.6698999999999999,0.875,0.8666595744680842,0.93275,0.6706,0.868,0.8725957446808507,0.9330833333333333
60c442aafa8afba1988e2ba0,3,0.5,0.6678999999999999,0.892,0.8682978723404257,0.94825,0.669925,0.874,0.8715212765957444,0.936875
60c442aafa8afba1988e2ba0,4,0.5,0.6715,0.869,0.8741063829787228,0.92575,0.67024,0.873,0.87203829787234,0.9346500000000001
60c442aafa8afba1988e2ba0,5,0.5,0.6695,0.884,0.8777872340425522,0.9235,0.6701166666666666,0.8748333333333332,0.8729964539007088,0.9327916666666667
60a3a03bc01ba594c9cca88d,0,0.5,0.6795,0.869,0.8781914893617024,0.93725,0.6795,0.869,0.8781914893617024,0.93725
60a3a03bc01ba594c9cca88d,1,0.5,0.6759,0.875,0.8727021276595742,0.93425,0.6777,0.872,0.8754468085106384,0.9357500000000001
60a3a03bc01ba594c9cca88d,2,0.5,0.661,0.854,0.8614680851063827,0.92525,0.6721333333333334,0.866,0.8707872340425532,0.9322500000000001
5fad5482f2e5c201d4a5cd76,0,0.5,0.6823999999999999,0.896,0.8551276595744681,0.902,0.6823999999999999,0.896,0.8551276595744681,0.902
5fad5482f2e5c201d4a5cd76,1,0.5,0.6779999999999999,1.0,0.8662978723404254,0.92,0.6801999999999999,0.948,0.8607127659574467,0.911
5fad5482f2e5c201d4a5cd76,2,0.5,0.6748000000000001,1.0,0.8622127659574457,0.92825,0.6783999999999999,0.9653333333333333,0.8612127659574464,0.9167500000000001
5fad5482f2e5c201d4a5cd76,3,0.5,0.6806000000000001,0.996,0.8582340425531915,0.945,0.6789499999999999,0.973,0.8604680851063826,0.9238125
5fad5482f2e5c201d4a5cd76,4,0.5,0.6765,1.0,0.8575957446808503,0.933,0.6784600000000001,0.9783999999999999,0.8598936170212761,0.9256500000000001
5fad5482f2e5c201d4a5cd76,5,0.5,0.6722999999999999,0.985,0.8391489361702124,0.90925,0.6774333333333332,0.9794999999999999,0.8564361702127655,0.9229166666666666
5f047d44d191116edb3cb798,0,0.5,0.6647000000000001,0.882,0.8754042553191491,0.94475,0.6647000000000001,0.882,0.8754042553191491,0.94475
5f047d44d191116edb3cb798,1,0.5,0.6611,0.857,0.8705319148936164,0.9275,0.6629,0.8694999999999999,0.8729680851063828,0.936125
60ddc4cc0a3f074060092937,0,0.5,0.6612,0.86,0.8627659574468084,0.93225,0.6612,0.86,0.8627659574468084,0.93225
5f1c55c8ea92af4d99d03137,0,0.5,0.6687,0.88,0.8820638297872334,0.94725,0.6687,0.88,0.8820638297872334,0.94725
5f1c55c8ea92af4d99d03137,1,0.5,0.6821,0.884,0.8719361702127647,0.937,0.6754,0.882,0.8769999999999991,0.9421250000000001
5f1c55c8ea92af4d99d03137,2,0.5,0.6771,0.871,0.8660212765957442,0.93175,0.6759666666666666,0.8783333333333333,0.873340425531914,0.9386666666666666
5f1c55c8ea92af4d99d03137,3,0.5,0.6566000000000001,0.867,0.8556382978723398,0.92525,0.671125,0.8755,0.8689148936170206,0.9353125
5f1c55c8ea92af4d99d03137,4,0.5,0.6595,0.863,0.8573404255319148,0.92625,0.6688000000000001,0.873,0.8665999999999994,0.9335000000000001
5f1c55c8ea92af4d99d03137,5,0.5,0.6646000000000001,0.89,0.8609787234042544,0.9385,0.6681,0.8758333333333334,0.8656631205673753,0.9343333333333333
5f1c55c8ea92af4d99d03137,6,0.5,0.6745,0.865,0.8675744680851063,0.92725,0.6690142857142858,0.8742857142857143,0.8659361702127654,0.9333214285714285
5f1c55c8ea92af4d99d03137,7,0.5,0.6629,0.859,0.8601489361702126,0.924,0.66825,0.872375,0.8652127659574462,0.93215625
5f1c55c8ea92af4d99d03137,8,0.5,0.6729,0.872,0.8672765957446809,0.943,0.6687666666666667,0.8723333333333333,0.8654420803782501,0.9333611111111111
5f1c55c8ea92af4d99d03137,9,0.5,0.6723000000000001,0.858,0.8620851063829783,0.92275,0.66912,0.8709,0.865106382978723,0.9323
5f1c55c8ea92af4d99d03137,10,0.5,0.6718999999999999,0.868,0.8777021276595739,0.94025,0.6693727272727273,0.8706363636363637,0.8662514506769821,0.9330227272727272
5f1c55c8ea92af4d99d03137,11,0.5,0.669,0.869,0.8682765957446803,0.9395,0.6693416666666666,0.8704999999999999,0.8664202127659569,0.9335625
5f1c55c8ea92af4d99d03137,12,0.5,0.6635,0.89,0.8798936170212757,0.9485,0.6688923076923078,0.872,0.8674566284779045,0.9347115384615385
5b222aff59f9620001c109cb,0,0.5,0.6657,0.868,0.8844680851063815,0.94025,0.6657,0.868,0.8844680851063815,0.94025
5b222aff59f9620001c109cb,1,0.5,0.6841999999999999,0.87,0.8683617021276603,0.9255,0.6749499999999999,0.869,0.8764148936170209,0.932875
5b222aff59f9620001c109cb,2,0.5,0.6633,0.867,0.8516595744680849,0.9195,0.6710666666666666,0.8683333333333333,0.8681631205673757,0.9284166666666667
5b222aff59f9620001c109cb,3,0.5,0.6747,0.868,0.8590425531914889,0.9275,0.671975,0.86825,0.8658829787234039,0.9281874999999999
5b222aff59f9620001c109cb,4,0.5,0.6777,0.884,0.8632978723404241,0.926,0.6731199999999999,0.8714000000000001,0.865365957446808,0.92775
5b222aff59f9620001c109cb,5,0.5,0.6669,0.85,0.8525744680851062,0.927,0.6720833333333333,0.8678333333333333,0.863234042553191,0.927625
5b222aff59f9620001c109cb,6,0.5,0.6714,0.873,0.8626595744680838,0.92875,0.6719857142857143,0.8685714285714285,0.86315197568389,0.9277857142857143
5b222aff59f9620001c109cb,7,0.5,0.6674,0.87,0.8651702127659562,0.9315,0.6714125,0.86875,0.8634042553191482,0.92825
5b222aff59f9620001c109cb,8,0.5,0.6525000000000001,0.896,0.8743617021276593,0.92025,0.6693111111111111,0.8717777777777778,0.8646217494089828,0.9273611111111111
5b222aff59f9620001c109cb,9,0.5,0.6744,0.888,0.8607234042553191,0.9245,0.66982,0.8734,0.8642319148936164,0.927075
5b222aff59f9620001c109cb,10,0.5,0.6449,0.894,0.854914893617022,0.92825,0.6675545454545454,0.8752727272727273,0.8633849129593806,0.9271818181818182
5b222aff59f9620001c109cb,11,0.5,0.6663,0.882,0.8647446808510633,0.93425,0.66745,0.8758333333333334,0.863498226950354,0.9277708333333333
5b222aff59f9620001c109cb,12,0.5,0.6681,0.889,0.8778297872340419,0.9295,0.6675,0.8768461538461539,0.8646006546644839,0.9279038461538461
5b222aff59f9620001c109cb,13,0.5,0.6775,0.884,0.859808510638297,0.9285,0.6682142857142858,0.8773571428571428,0.8642583586626135,0.9279464285714286
60f06a479c4f3ec0a536d40a,0,0.5,0.6661,0.876,0.8596170212765956,0.93625,0.6661,0.876,0.8596170212765956,0.93625
60f06a479c4f3ec0a536d40a,1,0.5,0.6708,0.865,0.8642340425531913,0.927,0.66845,0.8705,0.8619255319148934,0.931625
60f06a479c4f3ec0a536d40a,2,0.5,0.6671,0.874,0.8647021276595747,0.93375,0.668,0.8716666666666667,0.8628510638297872,0.9323333333333333
60f06a479c4f3ec0a536d40a,3,0.5,0.6652,0.893,0.8583191489361699,0.929,0.6673,0.877,0.8617180851063828,0.9315
60f06a479c4f3ec0a536d40a,4,0.5,0.6783,0.863,0.8835319148936159,0.92275,0.6695,0.8742000000000001,0.8660808510638294,0.92975
60f06a479c4f3ec0a536d40a,5,0.5,0.6623,0.884,0.8633191489361701,0.936,0.6683,0.8758333333333334,0.8656205673758862,0.9307916666666666
60f06a479c4f3ec0a536d40a,6,0.5,0.6725,0.851,0.8589148936170217,0.926,0.6688999999999999,0.8722857142857142,0.8646626139817627,0.9301071428571428
60f06a479c4f3ec0a536d40a,7,0.5,0.6742,0.886,0.8640425531914884,0.9285,0.6695625000000001,0.874,0.8645851063829785,0.92990625
60f06a479c4f3ec0a536d40a,8,0.5,0.6692,0.896,0.8654042553191489,0.9415,0.6695222222222222,0.8764444444444445,0.8646761229314418,0.9311944444444445
60f06a479c4f3ec0a536d40a,9,0.5,0.6613,0.907,0.860297872340425,0.936,0.6687000000000001,0.8795,0.8642382978723401,0.931675
60f06a479c4f3ec0a536d40a,10,0.5,0.6594,0.873,0.8651276595744684,0.92925,0.6678545454545455,0.8789090909090909,0.86431914893617,0.9314545454545455
60f06a479c4f3ec0a536d40a,11,0.5,0.6765,0.88,0.8702340425531909,0.93,0.668575,0.879,0.8648120567375884,0.9313333333333333
60f06a479c4f3ec0a536d40a,12,0.5,0.6553,0.866,0.8597234042553187,0.92925,0.6675538461538462,0.878,0.8644206219312599,0.9311730769230769
60f06a479c4f3ec0a536d40a,13,0.5,0.6858,0.871,0.8585531914893607,0.92225,0.6688571428571429,0.8775000000000001,0.8640015197568386,0.9305357142857142
60f06a479c4f3ec0a536d40a,14,0.5,0.6641,0.885,0.8528297872340419,0.9265,0.66854,0.878,0.8632567375886521,0.9302666666666667
63ced242b56ce9d796f4398b,0,0.5,0.6666000000000001,0.893,0.8588936170212761,0.92125,0.6666000000000001,0.893,0.8588936170212761,0.92125
63ced242b56ce9d796f4398b,1,0.5,0.6638999999999999,1.0,0.8634042553191488,0.93425,0.66525,0.9465,0.8611489361702125,0.9277500000000001
63ced242b56ce9d796f4398b,2,0.5,0.6871,1.0,0.865,0.922,0.6725333333333333,0.9643333333333333,0.8624326241134749,0.9258333333333333
63ced242b56ce9d796f4398b,3,0.5,0.6712,0.994,0.8479787234042541,0.9245,0.6722,0.97175,0.8588191489361697,0.9255
63ced242b56ce9d796f4398b,4,0.5,0.657,0.906,0.8470212765957443,0.9105,0.66916,0.9586,0.8564595744680847,0.9225
63ced242b56ce9d796f4398b,5,0.5,0.6734,0.888,0.8587659574468087,0.9135,0.6698666666666666,0.9468333333333333,0.8568439716312053,0.9209999999999999
6116920ff5bcc6aa24f00927,0,0.5,0.6679999999999999,0.871,0.8662978723404252,0.93875,0.6679999999999999,0.871,0.8662978723404252,0.93875
6116920ff5bcc6aa24f00927,1,0.5,0.6541,0.866,0.8624893617021265,0.92725,0.6610499999999999,0.8685,0.8643936170212758,0.933
6116920ff5bcc6aa24f00927,2,0.5,0.6698999999999999,0.877,0.8569787234042544,0.917,0.664,0.8713333333333333,0.8619219858156021,0.9276666666666666
5d9b4e21b56c51035c35cb3d,0,0.5,0.667,0.875,0.8676595744680843,0.92375,0.667,0.875,0.8676595744680843,0.92375
5d9b4e21b56c51035c35cb3d,1,0.5,0.6641,0.879,0.872851063829786,0.936,0.6655500000000001,0.877,0.8702553191489351,0.929875
5fdb9ccbe6b281016f79a732,0,0.5,0.6712,0.841,0.8811914893617021,0.9235,0.6712,0.841,0.8811914893617021,0.9235
5fdb9ccbe6b281016f79a732,1,0.5,0.669,0.887,0.8750212765957448,0.93825,0.6701,0.864,0.8781063829787235,0.930875
60febbf6684ed23d1eec2db6,0,0.5,0.6653,0.878,0.8732127659574458,0.931,0.6653,0.878,0.8732127659574458,0.931
60febbf6684ed23d1eec2db6,1,0.5,0.667,0.9,0.8702765957446796,0.9245,0.66615,0.889,0.8717446808510627,0.9277500000000001
