participant_id,iteration,fs,accuracy,CMA_accuracy
,0,0.5,69.89999999999999,
60c442aafa8afba1988e2ba0,0,0.5,71.39999999999999,71.39999999999999
60c442aafa8afba1988e2ba0,1,0.5,71.89999999999999,71.64999999999999
60c442aafa8afba1988e2ba0,2,0.5,70.1,71.13333333333333
60c442aafa8afba1988e2ba0,3,0.5,71.39999999999999,71.19999999999999
60c442aafa8afba1988e2ba0,4,0.5,70.7,71.1
60c442aafa8afba1988e2ba0,5,0.5,69.69999999999999,70.86666666666666
60a3a03bc01ba594c9cca88d,0,0.5,69.69999999999999,69.69999999999999
60a3a03bc01ba594c9cca88d,1,0.5,69.69999999999999,69.69999999999999
60a3a03bc01ba594c9cca88d,2,0.5,71.3,70.23333333333333
5fad5482f2e5c201d4a5cd76,0,0.5,70.3,70.3
5fad5482f2e5c201d4a5cd76,1,0.5,69.8,70.05
5fad5482f2e5c201d4a5cd76,2,0.5,69.19999999999999,69.76666666666667
5fad5482f2e5c201d4a5cd76,3,0.5,68.4,69.425
5fad5482f2e5c201d4a5cd76,4,0.5,69.39999999999999,69.41999999999999
5fad5482f2e5c201d4a5cd76,5,0.5,69.69999999999999,69.46666666666665
5f047d44d191116edb3cb798,0,0.5,68.5,68.5
5f047d44d191116edb3cb798,1,0.5,71.5,70.0
60ddc4cc0a3f074060092937,0,0.5,72.3,72.3
5f1c55c8ea92af4d99d03137,0,0.5,70.39999999999999,70.39999999999999
5f1c55c8ea92af4d99d03137,1,0.5,70.1,70.25
5f1c55c8ea92af4d99d03137,2,0.5,70.7,70.39999999999999
5f1c55c8ea92af4d99d03137,3,0.5,71.89999999999999,70.77499999999999
5f1c55c8ea92af4d99d03137,4,0.5,70.19999999999999,70.66
5f1c55c8ea92af4d99d03137,5,0.5,70.89999999999999,70.69999999999999
5f1c55c8ea92af4d99d03137,6,0.5,71.39999999999999,70.8
5f1c55c8ea92af4d99d03137,7,0.5,70.89999999999999,70.8125
5f1c55c8ea92af4d99d03137,8,0.5,70.89999999999999,70.82222222222222
5f1c55c8ea92af4d99d03137,9,0.5,70.89999999999999,70.83
5f1c55c8ea92af4d99d03137,10,0.5,70.89999999999999,70.83636363636363
5f1c55c8ea92af4d99d03137,11,0.5,70.89999999999999,70.84166666666665
5f1c55c8ea92af4d99d03137,12,0.5,70.7,70.83076923076922
5b222aff59f9620001c109cb,0,0.5,70.8,70.8
5b222aff59f9620001c109cb,1,0.5,70.8,70.8
5b222aff59f9620001c109cb,2,0.5,70.89999999999999,70.83333333333333
5b222aff59f9620001c109cb,3,0.5,71.39999999999999,70.975
5b222aff59f9620001c109cb,4,0.5,72.39999999999999,71.25999999999999
5b222aff59f9620001c109cb,5,0.5,71.2,71.25
5b222aff59f9620001c109cb,6,0.5,70.39999999999999,71.12857142857142
5b222aff59f9620001c109cb,7,0.5,70.39999999999999,71.0375
5b222aff59f9620001c109cb,8,0.5,70.39999999999999,70.96666666666665
5b222aff59f9620001c109cb,9,0.5,71.5,71.02
5b222aff59f9620001c109cb,10,0.5,69.3,70.86363636363636
5b222aff59f9620001c109cb,11,0.5,70.3,70.81666666666666
5b222aff59f9620001c109cb,12,0.5,69.8,70.73846153846154
5b222aff59f9620001c109cb,13,0.5,69.8,70.67142857142856
60f06a479c4f3ec0a536d40a,0,0.5,71.2,71.2
60f06a479c4f3ec0a536d40a,1,0.5,71.7,71.45
60f06a479c4f3ec0a536d40a,2,0.5,70.19999999999999,71.03333333333333
60f06a479c4f3ec0a536d40a,3,0.5,70.19999999999999,70.82499999999999
60f06a479c4f3ec0a536d40a,4,0.5,70.19999999999999,70.7
60f06a479c4f3ec0a536d40a,5,0.5,72.1,70.93333333333332
60f06a479c4f3ec0a536d40a,6,0.5,71.0,70.94285714285714
60f06a479c4f3ec0a536d40a,7,0.5,71.5,71.01249999999999
60f06a479c4f3ec0a536d40a,8,0.5,69.3,70.82222222222222
60f06a479c4f3ec0a536d40a,9,0.5,69.6,70.7
60f06a479c4f3ec0a536d40a,10,0.5,71.6,70.78181818181817
60f06a479c4f3ec0a536d40a,11,0.5,70.0,70.71666666666665
60f06a479c4f3ec0a536d40a,12,0.5,71.2,70.75384615384615
60f06a479c4f3ec0a536d40a,13,0.5,70.19999999999999,70.71428571428571
60f06a479c4f3ec0a536d40a,14,0.5,70.6,70.70666666666666
63ced242b56ce9d796f4398b,0,0.5,68.89999999999999,68.89999999999999
63ced242b56ce9d796f4398b,1,0.5,71.0,69.94999999999999
63ced242b56ce9d796f4398b,2,0.5,69.19999999999999,69.69999999999999
63ced242b56ce9d796f4398b,3,0.5,69.3,69.6
63ced242b56ce9d796f4398b,4,0.5,68.8,69.44
63ced242b56ce9d796f4398b,5,0.5,69.3,69.41666666666667
6116920ff5bcc6aa24f00927,0,0.5,70.5,70.5
6116920ff5bcc6aa24f00927,1,0.5,71.89999999999999,71.19999999999999
6116920ff5bcc6aa24f00927,2,0.5,70.5,70.96666666666665
5d9b4e21b56c51035c35cb3d,0,0.5,72.0,72.0
5d9b4e21b56c51035c35cb3d,1,0.5,71.8,71.9
5fdb9ccbe6b281016f79a732,0,0.5,70.1,70.1
5fdb9ccbe6b281016f79a732,1,0.5,71.0,70.55
60febbf6684ed23d1eec2db6,0,0.5,70.19999999999999,70.19999999999999
60febbf6684ed23d1eec2db6,1,0.5,69.5,69.85
654ce65838678c566569c723,0,0.5,70.8,70.8
654ce65838678c566569c723,1,0.5,70.8,70.8
654ce65838678c566569c723,2,0.5,69.3,70.3
654ce65838678c566569c723,3,0.5,69.89999999999999,70.19999999999999
654ce65838678c566569c723,4,0.5,71.0,70.35999999999999
654ce65838678c566569c723,5,0.5,70.1,70.31666666666666
654ce65838678c566569c723,6,0.5,70.89999999999999,70.39999999999999
654ce65838678c566569c723,7,0.5,72.1,70.6125
654ce65838678c566569c723,8,0.5,70.3,70.57777777777777
64f9f86e6bf2358fd13945f1,0,0.5,68.8,68.8
64f9f86e6bf2358fd13945f1,1,0.5,69.8,69.3
64f9f86e6bf2358fd13945f1,2,0.5,70.0,69.53333333333333
64f9f86e6bf2358fd13945f1,3,0.5,71.2,69.95
64f9f86e6bf2358fd13945f1,4,0.5,69.0,69.76
64f9f86e6bf2358fd13945f1,5,0.5,71.7,70.08333333333333
64f9f86e6bf2358fd13945f1,6,0.5,70.89999999999999,70.2
64f9f86e6bf2358fd13945f1,7,0.5,69.89999999999999,70.1625
64f9f86e6bf2358fd13945f1,8,0.5,70.5,70.19999999999999
64f9f86e6bf2358fd13945f1,9,0.5,72.1,70.39
6507355f07adea6bb9abb279,0,0.5,69.3,69.3
6507355f07adea6bb9abb279,1,0.5,69.19999999999999,69.25
6507355f07adea6bb9abb279,2,0.5,71.2,69.89999999999999
6507355f07adea6bb9abb279,3,0.5,69.89999999999999,69.89999999999999
6507355f07adea6bb9abb279,4,0.5,71.0,70.11999999999999
6507355f07adea6bb9abb279,5,0.5,71.3,70.31666666666666
6507355f07adea6bb9abb279,6,0.5,71.2,70.44285714285714
6507355f07adea6bb9abb279,7,0.5,71.0,70.5125
6507355f07adea6bb9abb279,8,0.5,70.89999999999999,70.55555555555556
6507355f07adea6bb9abb279,9,0.5,71.6,70.66
6507355f07adea6bb9abb279,10,0.5,69.39999999999999,70.54545454545455
6507355f07adea6bb9abb279,11,0.5,71.1,70.59166666666665
5eceef5fa487421604c337ba,0,0.5,71.39999999999999,71.39999999999999
5eceef5fa487421604c337ba,1,0.5,70.3,70.85
5f600669b846780f0fe45709,0,0.5,71.39999999999999,71.39999999999999
5f600669b846780f0fe45709,1,0.5,70.39999999999999,70.89999999999999
5f600669b846780f0fe45709,2,0.5,70.0,70.6
5f600669b846780f0fe45709,3,0.5,73.0,71.19999999999999
5f600669b846780f0fe45709,4,0.5,73.0,71.55999999999999
5f600669b846780f0fe45709,5,0.5,69.1,71.14999999999999
5f600669b846780f0fe45709,6,0.5,69.89999999999999,70.97142857142856
5f600669b846780f0fe45709,7,0.5,69.0,70.725
605b98c83da1ded576bcf096,0,0.5,70.19999999999999,70.19999999999999
60a2541c0e5a829853aad745,0,0.5,70.19999999999999,70.19999999999999
60a2541c0e5a829853aad745,1,0.5,71.1,70.64999999999999
60a2541c0e5a829853aad745,2,0.5,70.5,70.6
60a2541c0e5a829853aad745,3,0.5,69.89999999999999,70.425
61684bae4ac887b438246ff6,0,0.5,70.7,70.7
61684bae4ac887b438246ff6,1,0.5,70.0,70.35
61684bae4ac887b438246ff6,2,0.5,71.2,70.63333333333334
61684bae4ac887b438246ff6,3,0.5,71.2,70.775
61684bae4ac887b438246ff6,4,0.5,70.89999999999999,70.8
61684bae4ac887b438246ff6,5,0.5,71.39999999999999,70.89999999999999
61684bae4ac887b438246ff6,6,0.5,69.39999999999999,70.68571428571428
61684bae4ac887b438246ff6,7,0.5,71.0,70.725
61684bae4ac887b438246ff6,8,0.5,70.89999999999999,70.74444444444444
61684bae4ac887b438246ff6,9,0.5,70.39999999999999,70.71
5c8bafb53b6f3d00013d7c30,0,0.5,71.3,71.3
5c8bafb53b6f3d00013d7c30,1,0.5,70.5,70.9
5c8bafb53b6f3d00013d7c30,2,0.5,72.8,71.53333333333333
5c8bafb53b6f3d00013d7c30,3,0.5,71.7,71.575
5c8bafb53b6f3d00013d7c30,4,0.5,69.89999999999999,71.24
5c8bafb53b6f3d00013d7c30,5,0.5,71.3,71.25
5c8bafb53b6f3d00013d7c30,6,0.5,72.2,71.38571428571429
5c8bafb53b6f3d00013d7c30,7,0.5,70.7,71.3
5c8bafb53b6f3d00013d7c30,8,0.5,70.1,71.16666666666667
5c8bafb53b6f3d00013d7c30,9,0.5,69.39999999999999,70.99
5c8bafb53b6f3d00013d7c30,10,0.5,73.0,71.17272727272727
5c8bafb53b6f3d00013d7c30,11,0.5,73.0,71.325
5c8bafb53b6f3d00013d7c30,12,0.5,73.0,71.45384615384616
5c8bafb53b6f3d00013d7c30,13,0.5,70.8,71.40714285714286
60513ec07ee46769ed029be4,0,0.5,70.8,70.8
60513ec07ee46769ed029be4,1,0.5,70.1,70.44999999999999
60513ec07ee46769ed029be4,2,0.5,70.39999999999999,70.43333333333332
60513ec07ee46769ed029be4,3,0.5,69.8,70.27499999999999
60513ec07ee46769ed029be4,4,0.5,72.3,70.67999999999999
60513ec07ee46769ed029be4,5,0.5,70.39999999999999,70.63333333333333
6511fd9e06231927b6398700,0,0.5,70.19999999999999,70.19999999999999
6505e1d7baa4d89f7a2f3b53,0,0.5,70.5,70.5
6505e1d7baa4d89f7a2f3b53,1,0.5,70.5,70.5
6505e1d7baa4d89f7a2f3b53,2,0.5,71.1,70.7
6505e1d7baa4d89f7a2f3b53,3,0.5,71.0,70.775
6505e1d7baa4d89f7a2f3b53,4,0.5,70.3,70.67999999999999
6505e1d7baa4d89f7a2f3b53,5,0.5,71.89999999999999,70.88333333333333
6505e1d7baa4d89f7a2f3b53,6,0.5,71.3,70.94285714285714
60b7bb77c573c1a28d072811,0,0.5,69.69999999999999,69.69999999999999
5d4dbe7df20feb00010b596d,0,0.5,70.39999999999999,70.39999999999999
5d4dbe7df20feb00010b596d,1,0.5,70.3,70.35
5d4dbe7df20feb00010b596d,2,0.5,70.3,70.33333333333333
5d4dbe7df20feb00010b596d,3,0.5,70.1,70.27499999999999
5d4dbe7df20feb00010b596d,4,0.5,70.6,70.34
5f913cbf314c3d000982e130,0,0.5,69.19999999999999,69.19999999999999
5f913cbf314c3d000982e130,1,0.5,70.6,69.89999999999999
61183bece4c3e63512e3eb5d,0,0.5,71.89999999999999,71.89999999999999
61183bece4c3e63512e3eb5d,1,0.5,72.2,72.05
61183bece4c3e63512e3eb5d,2,0.5,72.1,72.06666666666666
61183bece4c3e63512e3eb5d,3,0.5,68.7,71.225
61183bece4c3e63512e3eb5d,4,0.5,69.0,70.78
61183bece4c3e63512e3eb5d,5,0.5,70.39999999999999,70.71666666666665
61183bece4c3e63512e3eb5d,6,0.5,70.7,70.71428571428571
61183bece4c3e63512e3eb5d,7,0.5,71.2,70.775
608ab7f46594ee2bcc835f69,0,0.5,69.3,69.3
608ab7f46594ee2bcc835f69,1,0.5,69.39999999999999,69.35
608ab7f46594ee2bcc835f69,2,0.5,70.5,69.73333333333333
608ab7f46594ee2bcc835f69,3,0.5,71.39999999999999,70.14999999999999
608ab7f46594ee2bcc835f69,4,0.5,71.3,70.38
611e2078cadc8161a119af67,0,0.5,70.5,70.5
611e2078cadc8161a119af67,1,0.5,70.5,70.5
611e2078cadc8161a119af67,2,0.5,69.89999999999999,70.3
611e2078cadc8161a119af67,3,0.5,69.8,70.175
611e2078cadc8161a119af67,4,0.5,71.7,70.47999999999999
