Feature,DemographicParityRatio,AverageOddsDifference,fs,iteration,participant_id,CMA_DemographicParityRatio,CMA_AverageOddsDifference
OCCUPATION_TYPE,0.2727272727272727,0.875,0.5,0,,,
WEEKDAY_APPR_PROCESS_START,0.8343434343434344,0.116869918699187,0.5,0,,,
ORGANIZATION_TYPE,0.0,1.0,0.5,0,,,
CNT_CHILDREN,0.8489453808602746,0.12376460017969454,0.5,0,60c442aafa8afba1988e2ba0,0.8489453808602746,0.12376460017969454
AMT_INCOME_TOTAL,0.7319056654920032,0.26139943513796726,0.5,0,60c442aafa8afba1988e2ba0,0.7319056654920032,0.26139943513796726
AMT_CREDIT,0.758932907791577,0.22662469436054344,0.5,0,60c442aafa8afba1988e2ba0,0.758932907791577,0.22662469436054344
AMT_ANNUITY,0.7792397660818714,0.23577973529281576,0.5,0,60c442aafa8afba1988e2ba0,0.7792397660818714,0.23577973529281576
AMT_GOODS_PRICE,0.7511035653650254,0.2736007092694991,0.5,0,60c442aafa8afba1988e2ba0,0.7511035653650254,0.2736007092694991
REGION_POPULATION_RELATIVE,0.8121292023731048,0.205548408116729,0.5,0,60c442aafa8afba1988e2ba0,0.8121292023731048,0.205548408116729
AGE,0.7164444444444444,0.23902157164869034,0.5,0,60c442aafa8afba1988e2ba0,0.7164444444444444,0.23902157164869034
YEARS_EMPLOYED,0.6565809379727685,0.3889894741577077,0.5,0,60c442aafa8afba1988e2ba0,0.6565809379727685,0.3889894741577077
YEARS_REGISTRATION,0.8598941122126283,0.1010767790262172,0.5,0,60c442aafa8afba1988e2ba0,0.8598941122126283,0.1010767790262172
YEARS_ID_PUBLISH,0.8525627220846344,0.10773593182478297,0.5,0,60c442aafa8afba1988e2ba0,0.8525627220846344,0.10773593182478297
FLAG_MOBIL,,,0.5,0,60c442aafa8afba1988e2ba0,,
FLAG_EMP_PHONE,0.8921952710399822,0.09853210248655014,0.5,0,60c442aafa8afba1988e2ba0,0.8921952710399822,0.09853210248655014
FLAG_WORK_PHONE,0.9014716997910276,0.07468409695263947,0.5,0,60c442aafa8afba1988e2ba0,0.9014716997910276,0.07468409695263947
FLAG_CONT_MOBILE,0.7191574724172518,0.3400782726045884,0.5,0,60c442aafa8afba1988e2ba0,0.7191574724172518,0.3400782726045884
FLAG_PHONE,0.8640668523676881,0.09696203046311558,0.5,0,60c442aafa8afba1988e2ba0,0.8640668523676881,0.09696203046311558
FLAG_EMAIL,0.9119219880465554,0.06379822305354221,0.5,0,60c442aafa8afba1988e2ba0,0.9119219880465554,0.06379822305354221
CNT_FAM_MEMBERS,0.8475190148496922,0.1375226860254083,0.5,0,60c442aafa8afba1988e2ba0,0.8475190148496922,0.1375226860254083
REGION_RATING_CLIENT,0.656392694063927,0.29829296295511504,0.5,0,60c442aafa8afba1988e2ba0,0.656392694063927,0.29829296295511504
REGION_RATING_CLIENT_W_CITY,0.6222140762463343,0.3162266416000362,0.5,0,60c442aafa8afba1988e2ba0,0.6222140762463343,0.3162266416000362
HOUR_APPR_PROCESS_START,0.8438330828805919,0.21052409725670462,0.5,0,60c442aafa8afba1988e2ba0,0.8438330828805919,0.21052409725670462
REG_REGION_NOT_LIVE_REGION,0.7679477882523568,0.30352719604015027,0.5,0,60c442aafa8afba1988e2ba0,0.7679477882523568,0.30352719604015027
REG_REGION_NOT_WORK_REGION,0.9715504978662874,0.019489800126455403,0.5,0,60c442aafa8afba1988e2ba0,0.9715504978662874,0.019489800126455403
LIVE_REGION_NOT_WORK_REGION,0.9816455472803642,0.08832735590960294,0.5,0,60c442aafa8afba1988e2ba0,0.9816455472803642,0.08832735590960294
REG_CITY_NOT_LIVE_CITY,0.5971410006497725,0.2806496770431584,0.5,0,60c442aafa8afba1988e2ba0,0.5971410006497725,0.2806496770431584
REG_CITY_NOT_WORK_CITY,0.7212806026365349,0.20816106194094827,0.5,0,60c442aafa8afba1988e2ba0,0.7212806026365349,0.20816106194094827
LIVE_CITY_NOT_WORK_CITY,0.7985050373740656,0.14421389519865777,0.5,0,60c442aafa8afba1988e2ba0,0.7985050373740656,0.14421389519865777
OBS_30_CNT_SOCIAL_CIRCLE,0.9538633050338736,0.09699589883800414,0.5,0,60c442aafa8afba1988e2ba0,0.9538633050338736,0.09699589883800414
DEF_30_CNT_SOCIAL_CIRCLE,0.7157328268439379,0.15644925861646133,0.5,0,60c442aafa8afba1988e2ba0,0.7157328268439379,0.15644925861646133
OBS_60_CNT_SOCIAL_CIRCLE,0.9593578799847114,0.14101289558275357,0.5,0,60c442aafa8afba1988e2ba0,0.9593578799847114,0.14101289558275357
DEF_60_CNT_SOCIAL_CIRCLE,0.7377049180327868,0.1484034440179014,0.5,0,60c442aafa8afba1988e2ba0,0.7377049180327868,0.1484034440179014
YEARS_LAST_PHONE_CHANGE,0.7245614035087719,0.21920992357281444,0.5,0,60c442aafa8afba1988e2ba0,0.7245614035087719,0.21920992357281444
AMT_REQ_CREDIT_BUREAU_HOUR,0.9371293001186239,0.378792242703533,0.5,0,60c442aafa8afba1988e2ba0,0.9371293001186239,0.378792242703533
AMT_REQ_CREDIT_BUREAU_DAY,0.3333333333333333,0.5327225130890052,0.5,0,60c442aafa8afba1988e2ba0,0.3333333333333333,0.5327225130890052
AMT_REQ_CREDIT_BUREAU_WEEK,0.0,0.7357142857142858,0.5,0,60c442aafa8afba1988e2ba0,0.0,0.7357142857142858
AMT_REQ_CREDIT_BUREAU_MON,0.8939806412583182,0.0871196553464561,0.5,0,60c442aafa8afba1988e2ba0,0.8939806412583182,0.0871196553464561
AMT_REQ_CREDIT_BUREAU_QRT,0.8659725003337339,0.13969845513963158,0.5,0,60c442aafa8afba1988e2ba0,0.8659725003337339,0.13969845513963158
AMT_REQ_CREDIT_BUREAU_YEAR,0.9522524569675623,0.09656323444258996,0.5,0,60c442aafa8afba1988e2ba0,0.9522524569675623,0.09656323444258996
NAME_CONTRACT_TYPE,0.8109153416415986,0.12226313776994568,0.5,0,60c442aafa8afba1988e2ba0,0.8109153416415986,0.12226313776994568
CODE_GENDER,0.861397479954181,0.12679970461363738,0.5,0,60c442aafa8afba1988e2ba0,0.861397479954181,0.12679970461363738
FLAG_OWN_CAR,0.7867983742347071,0.14123522472654898,0.5,0,60c442aafa8afba1988e2ba0,0.7867983742347071,0.14123522472654898
FLAG_OWN_REALTY,0.9563114370416602,0.039851585417907065,0.5,0,60c442aafa8afba1988e2ba0,0.9563114370416602,0.039851585417907065
NAME_TYPE_SUITE,0.6,0.5476190476190477,0.5,0,60c442aafa8afba1988e2ba0,0.6,0.5476190476190477
NAME_INCOME_TYPE,0.783423573511037,0.18433764816743536,0.5,0,60c442aafa8afba1988e2ba0,0.783423573511037,0.18433764816743536
NAME_EDUCATION_TYPE,0.6176470588235294,0.31277777777777777,0.5,0,60c442aafa8afba1988e2ba0,0.6176470588235294,0.31277777777777777
NAME_FAMILY_STATUS,0.6970781402108784,0.2198632112457649,0.5,0,60c442aafa8afba1988e2ba0,0.6970781402108784,0.2198632112457649
NAME_HOUSING_TYPE,0.3333333333333333,0.7727272727272727,0.5,0,60c442aafa8afba1988e2ba0,0.3333333333333333,0.7727272727272727
OCCUPATION_TYPE,0.0,1.0,0.5,0,60c442aafa8afba1988e2ba0,0.0,1.0
WEEKDAY_APPR_PROCESS_START,0.7426479560707748,0.24762703421240004,0.5,0,60c442aafa8afba1988e2ba0,0.7426479560707748,0.24762703421240004
ORGANIZATION_TYPE,0.0,1.0,0.5,0,60c442aafa8afba1988e2ba0,0.0,1.0
CNT_CHILDREN,0.8285898498664456,0.1488897445770761,0.5,1,60c442aafa8afba1988e2ba0,0.8387676153633601,0.13632717237838532
AMT_INCOME_TOTAL,0.7831069609507639,0.1775158704957799,0.5,1,60c442aafa8afba1988e2ba0,0.7575063132213835,0.21945765281687357
AMT_CREDIT,0.7718103997814406,0.22189782702498045,0.5,1,60c442aafa8afba1988e2ba0,0.7653716537865087,0.22426126069276195
AMT_ANNUITY,0.7177750410509031,0.3009544334975369,0.5,1,60c442aafa8afba1988e2ba0,0.7485074035663872,0.2683670843951763
AMT_GOODS_PRICE,0.7566905291162724,0.22128041809570476,0.5,1,60c442aafa8afba1988e2ba0,0.753897047240649,0.24744056368260192
REGION_POPULATION_RELATIVE,0.8306754221388367,0.1998701614548193,0.5,1,60c442aafa8afba1988e2ba0,0.8214023122559708,0.20270928478577416
AGE,0.5845070422535211,0.345797564017903,0.5,1,60c442aafa8afba1988e2ba0,0.6504757433489827,0.2924095678332967
YEARS_EMPLOYED,0.6308623298033282,0.42618978003688546,0.5,1,60c442aafa8afba1988e2ba0,0.6437216338880484,0.40758962709729657
YEARS_REGISTRATION,0.8286252354048963,0.1372360347438043,0.5,1,60c442aafa8afba1988e2ba0,0.8442596738087623,0.11915640688501075
YEARS_ID_PUBLISH,0.8127490039840638,0.1520483257127286,0.5,1,60c442aafa8afba1988e2ba0,0.832655863034349,0.12989212876875578
FLAG_MOBIL,,,0.5,1,60c442aafa8afba1988e2ba0,,
FLAG_EMP_PHONE,0.8269316499937588,0.17252250388010787,0.5,1,60c442aafa8afba1988e2ba0,0.8595634605168705,0.135527303183329
FLAG_WORK_PHONE,0.8743658041603247,0.09229025764222673,0.5,1,60c442aafa8afba1988e2ba0,0.8879187519756762,0.0834871772974331
FLAG_CONT_MOBILE,0.7021063189568706,0.36498785425101216,0.5,1,60c442aafa8afba1988e2ba0,0.7106318956870612,0.3525330634278003
FLAG_PHONE,0.8622815902760191,0.08873355579403264,0.5,1,60c442aafa8afba1988e2ba0,0.8631742213218536,0.09284779312857411
FLAG_EMAIL,0.960429555270223,0.15484919335983163,0.5,1,60c442aafa8afba1988e2ba0,0.9361757716583892,0.10932370820668692
CNT_FAM_MEMBERS,0.8237401185770751,0.17993042952208108,0.5,1,60c442aafa8afba1988e2ba0,0.8356295667133836,0.15872655777374467
REGION_RATING_CLIENT,0.7145883349809349,0.2525961084372884,0.5,1,60c442aafa8afba1988e2ba0,0.6854905145224309,0.27544453569620175
REGION_RATING_CLIENT_W_CITY,0.680184331797235,0.2691043209736725,0.5,1,60c442aafa8afba1988e2ba0,0.6511992040217847,0.2926654812868543
HOUR_APPR_PROCESS_START,0.8293838862559241,0.17725519454924266,0.5,1,60c442aafa8afba1988e2ba0,0.836608484568258,0.19388964590297364
REG_REGION_NOT_LIVE_REGION,0.8082780163998438,0.2894504007494535,0.5,1,60c442aafa8afba1988e2ba0,0.7881129023261002,0.2964887983948019
REG_REGION_NOT_WORK_REGION,0.8498074454428756,0.08338622724109385,0.5,1,60c442aafa8afba1988e2ba0,0.9106789716545816,0.051438013683774625
LIVE_REGION_NOT_WORK_REGION,0.8412255413114151,0.11624594799641352,0.5,1,60c442aafa8afba1988e2ba0,0.9114355442958897,0.10228665195300823
REG_CITY_NOT_LIVE_CITY,0.5766114894166713,0.28267278147769404,0.5,1,60c442aafa8afba1988e2ba0,0.5868762450332219,0.28166122926042625
REG_CITY_NOT_WORK_CITY,0.7287105165366036,0.20560588624621434,0.5,1,60c442aafa8afba1988e2ba0,0.7249955595865692,0.20688347409358132
LIVE_CITY_NOT_WORK_CITY,0.8393504327653192,0.12049907305795038,0.5,1,60c442aafa8afba1988e2ba0,0.8189277350696924,0.13235648412830409
OBS_30_CNT_SOCIAL_CIRCLE,0.9535941121313448,0.0440909090909091,0.5,1,60c442aafa8afba1988e2ba0,0.9537287085826092,0.07054340396445662
DEF_30_CNT_SOCIAL_CIRCLE,0.6268801552644347,0.2256992916297233,0.5,1,60c442aafa8afba1988e2ba0,0.6713064910541864,0.19107427512309233
OBS_60_CNT_SOCIAL_CIRCLE,0.948738379814077,0.043792366923735004,0.5,1,60c442aafa8afba1988e2ba0,0.9540481298993942,0.09240263125324429
DEF_60_CNT_SOCIAL_CIRCLE,0.6854103343465044,0.20987806545157908,0.5,1,60c442aafa8afba1988e2ba0,0.7115576261896457,0.17914075473474023
YEARS_LAST_PHONE_CHANGE,0.7214868855306583,0.2006033992144437,0.5,1,60c442aafa8afba1988e2ba0,0.7230241445197151,0.20990666139362907
AMT_REQ_CREDIT_BUREAU_HOUR,0.9267497034400949,0.2644369239631337,0.5,1,60c442aafa8afba1988e2ba0,0.9319395017793595,0.32161458333333337
AMT_REQ_CREDIT_BUREAU_DAY,0.5,0.2643979057591623,0.5,1,60c442aafa8afba1988e2ba0,0.41666666666666663,0.39856020942408377
AMT_REQ_CREDIT_BUREAU_WEEK,0.0,0.6700393690915019,0.5,1,60c442aafa8afba1988e2ba0,0.0,0.7028768274028938
AMT_REQ_CREDIT_BUREAU_MON,0.8025451559934319,0.2574428581729036,0.5,1,60c442aafa8afba1988e2ba0,0.8482628986258751,0.17228125675967984
AMT_REQ_CREDIT_BUREAU_QRT,0.8407992212377701,0.18065953654188946,0.5,1,60c442aafa8afba1988e2ba0,0.853385860785752,0.1601789958407605
AMT_REQ_CREDIT_BUREAU_YEAR,0.9044333112770583,0.07820855614973266,0.5,1,60c442aafa8afba1988e2ba0,0.9283428841223103,0.08738589529616131
NAME_CONTRACT_TYPE,0.7990689013035382,0.11107462885072567,0.5,1,60c442aafa8afba1988e2ba0,0.8049921214725684,0.11666888331033567
CODE_GENDER,0.8368200836820084,0.16100913473890147,0.5,1,60c442aafa8afba1988e2ba0,0.8491087818180947,0.14390441967626943
FLAG_OWN_CAR,0.8324487918524205,0.07014021912446783,0.5,1,60c442aafa8afba1988e2ba0,0.8096235830435639,0.1056877219255084
FLAG_OWN_REALTY,0.9712287394690828,0.045403799484620366,0.5,1,60c442aafa8afba1988e2ba0,0.9637700882553715,0.042627692451263716
NAME_TYPE_SUITE,0.6333333333333333,0.6193656093489148,0.5,1,60c442aafa8afba1988e2ba0,0.6166666666666667,0.5834923284839812
NAME_INCOME_TYPE,0.7808545399163735,0.20775911080789128,0.5,1,60c442aafa8afba1988e2ba0,0.7821390567137052,0.19604837948766332
NAME_EDUCATION_TYPE,0.6581920903954802,0.251979251979252,0.5,1,60c442aafa8afba1988e2ba0,0.6379195746095048,0.28237851487851484
NAME_FAMILY_STATUS,0.6945842846405832,0.22767381772627626,0.5,1,60c442aafa8afba1988e2ba0,0.6958312124257309,0.2237685144860206
NAME_HOUSING_TYPE,0.5,0.6540178571428572,0.5,1,60c442aafa8afba1988e2ba0,0.41666666666666663,0.713372564935065
OCCUPATION_TYPE,0.3333333333333333,0.875,0.5,1,60c442aafa8afba1988e2ba0,0.16666666666666666,0.9375
WEEKDAY_APPR_PROCESS_START,0.8309477756286267,0.14330283537600616,0.5,1,60c442aafa8afba1988e2ba0,0.7867978658497008,0.1954649347942031
ORGANIZATION_TYPE,0.0,1.0,0.5,1,60c442aafa8afba1988e2ba0,0.0,1.0
CNT_CHILDREN,0.7716143194866598,0.18874342189706067,0.5,0,60a3a03bc01ba594c9cca88d,0.7716143194866598,0.18874342189706067
AMT_INCOME_TOTAL,0.7513281052365292,0.2594585894965522,0.5,0,60a3a03bc01ba594c9cca88d,0.7513281052365292,0.2594585894965522
AMT_CREDIT,0.7555045462649314,0.25568323103187746,0.5,0,60a3a03bc01ba594c9cca88d,0.7555045462649314,0.25568323103187746
AMT_ANNUITY,0.7548036758563074,0.2341620714949695,0.5,0,60a3a03bc01ba594c9cca88d,0.7548036758563074,0.2341620714949695
AMT_GOODS_PRICE,0.7489691971865147,0.25094037832891336,0.5,0,60a3a03bc01ba594c9cca88d,0.7489691971865147,0.25094037832891336
REGION_POPULATION_RELATIVE,0.8100375234521576,0.1956325606447342,0.5,0,60a3a03bc01ba594c9cca88d,0.8100375234521576,0.1956325606447342
AGE,0.690552871712292,0.2789592299381896,0.5,0,60a3a03bc01ba594c9cca88d,0.690552871712292,0.2789592299381896
YEARS_EMPLOYED,0.6399394856278366,0.4198472853222977,0.5,0,60a3a03bc01ba594c9cca88d,0.6399394856278366,0.4198472853222977
YEARS_REGISTRATION,0.8355304456999372,0.10509608529255582,0.5,0,60a3a03bc01ba594c9cca88d,0.8355304456999372,0.10509608529255582
YEARS_ID_PUBLISH,0.8147541413294193,0.13041799540667678,0.5,0,60a3a03bc01ba594c9cca88d,0.8147541413294193,0.13041799540667678
FLAG_MOBIL,,,0.5,0,60a3a03bc01ba594c9cca88d,,
FLAG_EMP_PHONE,0.8142520734853601,0.18924939176015215,0.5,0,60a3a03bc01ba594c9cca88d,0.8142520734853601,0.18924939176015215
FLAG_WORK_PHONE,0.8224426807760141,0.11628242806123806,0.5,0,60a3a03bc01ba594c9cca88d,0.8224426807760141,0.11628242806123806
FLAG_CONT_MOBILE,0.7141424272818455,0.35427260458839405,0.5,0,60a3a03bc01ba594c9cca88d,0.7141424272818455,0.35427260458839405
FLAG_PHONE,0.8779288874324104,0.09392203550638595,0.5,0,60a3a03bc01ba594c9cca88d,0.8779288874324104,0.09392203550638595
FLAG_EMAIL,0.8683281202704066,0.12959551087210663,0.5,0,60a3a03bc01ba594c9cca88d,0.8683281202704066,0.12959551087210663
CNT_FAM_MEMBERS,0.7553120849933599,0.2037521815008726,0.5,0,60a3a03bc01ba594c9cca88d,0.7553120849933599,0.2037521815008726
REGION_RATING_CLIENT,0.7160647571606475,0.22773777800834272,0.5,0,60a3a03bc01ba594c9cca88d,0.7160647571606475,0.22773777800834272
REGION_RATING_CLIENT_W_CITY,0.6737674984783932,0.24912651853194112,0.5,0,60a3a03bc01ba594c9cca88d,0.6737674984783932,0.24912651853194112
HOUR_APPR_PROCESS_START,0.80796853625171,0.237071187293417,0.5,0,60a3a03bc01ba594c9cca88d,0.80796853625171,0.237071187293417
REG_REGION_NOT_LIVE_REGION,0.9746192893401016,0.29081458218558454,0.5,0,60a3a03bc01ba594c9cca88d,0.9746192893401016,0.29081458218558454
REG_REGION_NOT_WORK_REGION,0.9376731301939057,0.14580293088083707,0.5,0,60a3a03bc01ba594c9cca88d,0.9376731301939057,0.14580293088083707
LIVE_REGION_NOT_WORK_REGION,0.943321336069158,0.06961629537669262,0.5,0,60a3a03bc01ba594c9cca88d,0.943321336069158,0.06961629537669262
REG_CITY_NOT_LIVE_CITY,0.6191594741250592,0.26339283767720234,0.5,0,60a3a03bc01ba594c9cca88d,0.6191594741250592,0.26339283767720234
REG_CITY_NOT_WORK_CITY,0.7206178349523059,0.2039267246475222,0.5,0,60a3a03bc01ba594c9cca88d,0.7206178349523059,0.2039267246475222
LIVE_CITY_NOT_WORK_CITY,0.8050825088516115,0.12653274752480462,0.5,0,60a3a03bc01ba594c9cca88d,0.8050825088516115,0.12653274752480462
OBS_30_CNT_SOCIAL_CIRCLE,0.9171717171717171,0.05976554758990496,0.5,0,60a3a03bc01ba594c9cca88d,0.9171717171717171,0.05976554758990496
DEF_30_CNT_SOCIAL_CIRCLE,0.8791226384886328,0.045821621485659686,0.5,0,60a3a03bc01ba594c9cca88d,0.8791226384886328,0.045821621485659686
OBS_60_CNT_SOCIAL_CIRCLE,0.9469696969696969,0.06577218363403428,0.5,0,60a3a03bc01ba594c9cca88d,0.9469696969696969,0.06577218363403428
DEF_60_CNT_SOCIAL_CIRCLE,0.8141993957703928,0.09115124052323614,0.5,0,60a3a03bc01ba594c9cca88d,0.8141993957703928,0.09115124052323614
YEARS_LAST_PHONE_CHANGE,0.7428276573787409,0.18493197926825392,0.5,0,60a3a03bc01ba594c9cca88d,0.7428276573787409,0.18493197926825392
AMT_REQ_CREDIT_BUREAU_HOUR,0.7485172004744959,0.32073252688172044,0.5,0,60a3a03bc01ba594c9cca88d,0.7485172004744959,0.32073252688172044
AMT_REQ_CREDIT_BUREAU_DAY,0.6666666666666666,0.1524869109947644,0.5,0,60a3a03bc01ba594c9cca88d,0.6666666666666666,0.1524869109947644
AMT_REQ_CREDIT_BUREAU_WEEK,0.7481751824817519,0.4304897314375988,0.5,0,60a3a03bc01ba594c9cca88d,0.7481751824817519,0.4304897314375988
AMT_REQ_CREDIT_BUREAU_MON,0.8492816091954023,0.20699311413944765,0.5,0,60a3a03bc01ba594c9cca88d,0.8492816091954023,0.20699311413944765
AMT_REQ_CREDIT_BUREAU_QRT,0.8222222222222222,0.17112470862470863,0.5,0,60a3a03bc01ba594c9cca88d,0.8222222222222222,0.17112470862470863
AMT_REQ_CREDIT_BUREAU_YEAR,0.9543685735386014,0.10224505262440817,0.5,0,60a3a03bc01ba594c9cca88d,0.9543685735386014,0.10224505262440817
NAME_CONTRACT_TYPE,0.8044692737430168,0.13708786590783567,0.5,0,60a3a03bc01ba594c9cca88d,0.8044692737430168,0.13708786590783567
CODE_GENDER,0.859382203780544,0.12641590465432107,0.5,0,60a3a03bc01ba594c9cca88d,0.859382203780544,0.12641590465432107
FLAG_OWN_CAR,0.8042841853437421,0.10064028457356455,0.5,0,60a3a03bc01ba594c9cca88d,0.8042841853437421,0.10064028457356455
FLAG_OWN_REALTY,0.9352473084724606,0.045085077720122074,0.5,0,60a3a03bc01ba594c9cca88d,0.9352473084724606,0.045085077720122074
NAME_TYPE_SUITE,0.6967821782178217,0.3964456596035543,0.5,0,60a3a03bc01ba594c9cca88d,0.6967821782178217,0.3964456596035543
NAME_INCOME_TYPE,0.7317996289424861,0.24904548760931738,0.5,0,60a3a03bc01ba594c9cca88d,0.7317996289424861,0.24904548760931738
NAME_EDUCATION_TYPE,0.6,0.24767949767949768,0.5,0,60a3a03bc01ba594c9cca88d,0.6,0.24767949767949768
NAME_FAMILY_STATUS,0.7572374645222326,0.22348133709653836,0.5,0,60a3a03bc01ba594c9cca88d,0.7572374645222326,0.22348133709653836
NAME_HOUSING_TYPE,0.43137254901960786,0.5722049689440993,0.5,0,60a3a03bc01ba594c9cca88d,0.43137254901960786,0.5722049689440993
OCCUPATION_TYPE,0.0,1.0,0.5,0,60a3a03bc01ba594c9cca88d,0.0,1.0
WEEKDAY_APPR_PROCESS_START,0.8447704081632653,0.1483959807130539,0.5,0,60a3a03bc01ba594c9cca88d,0.8447704081632653,0.1483959807130539
ORGANIZATION_TYPE,0.0,1.0,0.5,0,60a3a03bc01ba594c9cca88d,0.0,1.0
CNT_CHILDREN,0.7617359000337723,0.3196765498652291,0.5,1,60a3a03bc01ba594c9cca88d,0.766675109760216,0.25420998588114485
AMT_INCOME_TOTAL,0.745636225651404,0.22175632403828896,0.5,1,60a3a03bc01ba594c9cca88d,0.7484821654439666,0.24060745676742057
AMT_CREDIT,0.7450114275668073,0.27498341403181437,0.5,1,60a3a03bc01ba594c9cca88d,0.7502579869158693,0.26533332253184594
AMT_ANNUITY,0.8110670194003528,0.1724137931034483,0.5,1,60a3a03bc01ba594c9cca88d,0.7829353476283301,0.20328793229920888
AMT_GOODS_PRICE,0.7665534804753821,0.21845163564908787,0.5,1,60a3a03bc01ba594c9cca88d,0.7577613388309483,0.23469600698900062
REGION_POPULATION_RELATIVE,0.7833572453371592,0.24279543967421513,0.5,1,60a3a03bc01ba594c9cca88d,0.7966973843946584,0.21921400015947468
AGE,0.6328976034858388,0.2854620661824052,0.5,1,60a3a03bc01ba594c9cca88d,0.6617252375990654,0.2822106480602974
YEARS_EMPLOYED,0.632375189107413,0.2306882531400097,0.5,1,60a3a03bc01ba594c9cca88d,0.6361573373676248,0.3252677692311537
YEARS_REGISTRATION,0.8173667403586343,0.11828650274992822,0.5,1,60a3a03bc01ba594c9cca88d,0.8264485930292857,0.11169129402124202
YEARS_ID_PUBLISH,0.8363859996256584,0.11704530142560704,0.5,1,60a3a03bc01ba594c9cca88d,0.8255700704775388,0.12373164841614191
FLAG_MOBIL,,,0.5,1,60a3a03bc01ba594c9cca88d,,
FLAG_EMP_PHONE,0.8312915708197364,0.16492067404011448,0.5,1,60a3a03bc01ba594c9cca88d,0.8227718221525482,0.17708503290013333
