participant_id,iteration,fs,accuracy,F1_accepted,F1_rejected,F1_average
,0,0.5,69.89999999999999,0.7945392491467577,0.43738317757009343,0.6159612133584256
,394,0.5,69.19999999999999,0.7884615384615385,0.43382352941176466,0.6111425339366516
