participant_id,iteration,fs,accuracy,F1_accepted,F1_rejected,F1_average
,0,0.5,69.89999999999999,0.7945392491467577,0.43738317757009343,0.6159612133584256
,123,0.5,68.0,0.7814207650273224,0.4029850746268656,0.5922029198270939
